ticker,price,sma_50,sma_200,rsi_14,return_1m,return_3m,return_6m,macd_line,macd_signal,macd_histogram,macd_histogram_prev,volume,avg_volume_50,volume_trend,gap_pct,gap_direction,atr,atr_pct,as_of,market_data_date,fetched_at_utc
ABCL,6.144999980926514,5.858499984741211,4.483624999523163,45.1184838835794,0.2072691152675572,0.6044386692781905,0.43240094069190516,0.2694606023456414,0.4542608452612938,-0.1848002429156524,-0.14051521710050985,5832048.0,8132764.96,0.7171051946889168,-0.013353068072256254,NONE,0.6729285717010498,0.10950831143852809,2026-07-16,2026-07-16,2026-07-16T18:31:28.028524+00:00
ALAB,320.6300048828125,337.1577993774414,202.5700500869751,39.864810841997134,-0.11357161135364291,0.8771149784299088,0.8626118625517634,3.396339718790955,18.817229276216406,-15.42088955742545,-13.108651613987522,2518128.0,6100484.56,0.4127750796241668,-0.038774175489219534,DOWN,46.00364031110491,0.14347889969910596,2026-07-16,2026-07-16,2026-07-16T18:31:28.779511+00:00
AMD,496.44500732421875,496.18410034179686,294.9917247772217,44.596675067976115,-0.02137830636919147,0.7841047577852394,1.2202370025624667,10.620224584284415,17.206668156832798,-6.586443572548383,-3.967061029022542,17668932.0,33379978.64,0.5293272410554185,-0.03743815914079703,DOWN,39.574292864118306,0.07971536077564598,2026-07-16,2026-07-16,2026-07-16T18:31:29.106288+00:00
AMZN,252.92999267578125,252.7201998901367,233.95240005493164,81.07911402479387,0.02817070193407023,0.012935505674870118,0.06879357362847882,0.8114150147962391,-1.329048600911444,2.140463615707683,2.1243414014674125,25279781.0,48429905.62,0.5219869970087297,0.0016668802234763788,NONE,7.3344606672014505,0.028997987109433642,2026-07-16,2026-07-16,2026-07-16T18:31:29.367059+00:00
ANET,167.97000122070312,160.68419982910157,144.60479969024658,51.36275367157366,-0.00023804111326952704,0.0432271719229933,0.34279323797392935,4.3230520243032515,4.528976599268216,-0.20592457496496408,0.6945688334850413,4431770.0,10379461.4,0.4269749488157449,-0.01576309611412992,NONE,11.309356689453125,0.06732962199954542,2026-07-16,2026-07-16,2026-07-16T18:31:29.764896+00:00
APLD,26.079999923706055,40.66470005035401,32.654100036621095,12.88068522841185,-0.4363518550748128,-0.13326687299923312,-0.27756229844713287,-3.7917435589985757,-2.8582466691485298,-0.933496889850046,-0.9098573292604843,13020370.0,20970381.4,0.6208933329176359,-0.040130929657995904,DOWN,2.765571730477469,0.10604186114140418,2026-07-16,2026-07-16,2026-07-16T18:31:30.074956+00:00
ARM,257.5000915527344,314.96020080566404,184.08267559051512,27.446389359815797,-0.3503050564364225,0.586275418272515,1.4526154566347866,-14.5651593132431,-3.419612356291223,-11.145546956951877,-10.313535225601303,5615958.0,11224795.16,0.5003171924252736,-0.03111799145626824,DOWN,27.724856785365514,0.10766930845804239,2026-07-16,2026-07-16,2026-07-16T18:31:30.462585+00:00
ASTS,53.84000015258789,85.64620010375977,83.17549983978272,40.53358684541099,-0.3454103324913327,-0.4079613073765018,-0.43457257443426944,-6.427438533949839,-4.703944438007348,-1.7234940959424918,-0.9329130883532084,40146719.0,23778924.38,1.6883320018363253,-0.10654499904733239,DOWN,7.520999363490513,0.13969166683089257,2026-07-16,2026-07-16,2026-07-16T18:31:30.845165+00:00
AVGO,376.70001220703125,404.12000061035155,363.42280014038084,49.18564672696714,-2.6490531903178294e-05,-0.054633947215549594,0.10829973218444766,-3.409821034561901,-5.479292458769351,2.0694714242074497,3.1787777284464482,10225320.0,27628838.4,0.37009590674648124,-0.024715925604540702,NONE,15.292497907366071,0.04059595808816019,2026-07-16,2026-07-16,2026-07-16T18:31:31.155525+00:00
BFLY,7.005000114440918,5.904699997901917,4.097275000810623,40.76432789388963,0.23982300817737734,0.3241966285359188,0.4151515927999321,0.43513179845364824,0.6410424150363351,-0.20591061658268683,-0.16184600405283145,7019340.0,7976896.8,0.879958732824524,-0.009589064360603845,NONE,0.7469284875052316,0.1066279051110116,2026-07-16,2026-07-16,2026-07-16T18:31:31.455451+00:00
BKSY,21.450000762939453,34.610600051879885,26.628199973106383,40.6330747364119,-0.25443168503144376,-0.44999998043744993,-0.2242314264422539,-2.7665220295592263,-2.781976701974355,0.015454672415128545,0.21410956981660645,1283021.0,2251722.42,0.5697953658071229,-0.009876534100961383,NONE,2.2071643556867326,0.10289810150031288,2026-07-16,2026-07-16,2026-07-16T18:31:31.742430+00:00
BLZE,13.944999694824219,10.293100004196168,6.598774982690811,52.35743016465038,0.6821471361873388,2.4862499237060547,1.8517382567632623,1.8186880503181744,2.1069981545458942,-0.28831010422771985,-0.08601218112887699,1506171.0,3900207.42,0.3861771536243065,-0.0033377328830734134,NONE,1.417928627559117,0.10168007591175429,2026-07-16,2026-07-16,2026-07-16T18:31:32.101723+00:00
CBOE,280.92999267578125,298.8302011108398,276.3922507476807,73.96347125779747,0.059153985142067045,-0.0919581477730198,0.04508759059285228,-3.553780669362311,-9.561453857006482,6.007673187644171,5.9204556353366495,380287.0,1532499.74,0.24814816608060242,0.002020959567593284,NONE,10.88571058000837,0.03874883730400217,2026-07-16,2026-07-16,2026-07-16T18:31:32.383089+00:00
CCJ,86.91000366210938,105.41859954833984,104.48279968261718,17.68126694722966,-0.1943825929291465,-0.2773758535968184,-0.21554289246396385,-4.632136581729071,-3.7463886586015827,-0.8857479231274885,-0.7254379565745426,3127363.0,3317185.26,0.942776105305617,-0.01648713942244194,NONE,4.33857182094029,0.0499202811888938,2026-07-16,2026-07-16,2026-07-16T18:31:32.712997+00:00
CELC,87.43000030517578,110.56299987792968,101.6428999710083,44.10377498287409,0.0012597413048098804,-0.30195608538781815,-0.2362858338448809,-1.44156399561993,-0.7347966121258489,-0.7067673834940811,0.44162048352566885,1550862.0,1622927.24,0.9555955201047707,-0.015298890757260951,NONE,7.980358123779297,0.09127711421621562,2026-07-16,2026-07-16,2026-07-16T18:31:33.183653+00:00
CLS,303.239990234375,371.2429974365234,322.71074966430666,34.03776587502669,-0.20619883646393944,-0.20684247639381725,-0.0219327123052947,-12.007074691981131,-8.620247635178494,-3.3868270568026375,-1.0922735322016228,1852323.0,2006136.46,0.9233285157481261,-0.018848755162267705,NONE,23.831427437918528,0.07858932926194581,2026-07-16,2026-07-16,2026-07-16T18:31:33.470912+00:00
CRDO,208.25,228.77579986572266,162.5576502227783,35.99737628306863,-0.1293168058488411,0.3103253608325023,0.3277863100133811,-0.513865555652842,6.753148111114827,-7.267013666767669,-5.738980772340094,4752881.0,8739613.62,0.5438319365885194,-0.03528270180023962,DOWN,26.283573695591517,0.12621163839419697,2026-07-16,2026-07-16,2026-07-16T18:31:33.757592+00:00
DDOG,263.2799987792969,230.96419982910157,161.71335014343262,71.51859173742608,0.13919777631424757,1.132339808668851,1.1508045985035142,11.548284640582267,11.665901614869313,-0.11761697428704565,0.30987727769313267,1659454.0,5940601.08,0.27934109320802936,0.0024956654444325843,NONE,14.58500235421317,0.05539730485352793,2026-07-16,2026-07-16,2026-07-16T18:31:34.094092+00:00
GOOGL,360.3500061035156,371.53800109863283,321.17185005187986,60.13893950776143,-0.03456126964898698,0.07240645760765685,0.07298121138902514,-0.7176938721798933,-1.949924912083654,1.2322310399037606,1.4757667084893988,20871028.0,31812796.56,0.6560576326773581,0.006133381360204247,NONE,10.804170880998884,0.029982435681977573,2026-07-16,2026-07-16,2026-07-16T18:31:34.380099+00:00
HPE,45.35499954223633,42.63610027313232,28.254075088500976,47.221654120019515,-0.0625258672818122,0.7518347088246959,1.053191454456504,0.9814341916608669,1.145817079929392,-0.1643828882685252,-0.007040140259103378,14344546.0,28734876.92,0.49920332145275115,-0.002954196907607854,NONE,2.8257072993687222,0.06230200259923527,2026-07-16,2026-07-16,2026-07-16T18:31:34.700071+00:00
INTC,96.52010345458984,117.5186018371582,63.86690048217773,26.257384352711952,-0.17539426793598578,0.409052605176494,0.9811186583791482,-3.93838788367556,-0.33158234624603533,-3.6068055374295245,-3.3762747235256425,68844005.0,128890518.1,0.5341277699464846,-0.018060012126729884,NONE,9.171428680419922,0.09502091639111054,2026-07-16,2026-07-16,2026-07-16T18:31:35.047090+00:00
IONQ,35.15999984741211,54.51560012817383,48.3689000415802,19.637221697082964,-0.37281485932742797,-0.21307073394672438,-0.3089622816567572,-4.965920840893212,-3.4728956685361583,-1.4930251723570533,-1.4432847706578436,17003748.0,28785132.96,0.5907128524863343,-0.013596330161402076,NONE,3.3916568756103516,0.09646350655089632,2026-07-16,2026-07-16,2026-07-16T18:31:35.726579+00:00
IREN,35.14500045776367,53.14270004272461,49.07405007362366,28.399934055668012,-0.40613382432358736,-0.2632075493577434,-0.3353820017421508,-4.7021517315734656,-3.980089349938808,-0.7220623816346574,-0.6591979850870828,30137234.0,48647636.68,0.6195004743650786,-0.03168231742268362,DOWN,3.9379212515694753,0.11204783611546583,2026-07-16,2026-07-16,2026-07-16T18:31:36.265413+00:00
JOBY,7.40500020980835,9.709900007247924,11.946475014686584,30.9492879624096,-0.20717343802648647,-0.19685466427923992,-0.5102513051682778,-0.5994511826345121,-0.5233892358604615,-0.07606194677405065,-0.07467508558177316,36706456.0,38270761.12,0.9591253198467876,-0.012886646716521547,NONE,0.5445000784737724,0.0735314062182673,2026-07-16,2026-07-16,2026-07-16T18:31:36.642580+00:00
KYTX,7.355000019073486,8.644899959564208,8.204674971103668,42.38052564562412,-0.07133839037598133,-0.22822662904940083,-0.19705238628891164,-0.12298986946174573,0.04009601579879592,-0.16308588526054163,-0.11263365850613594,1205218.0,1085586.36,1.1102000213046155,-0.007712135989540963,NONE,0.6944999354226249,0.09442555181802861,2026-07-16,2026-07-16,2026-07-16T18:31:36.921915+00:00
LLY,1171.719970703125,1105.668201904297,1005.0016030883789,56.95818614219551,0.04384852623886415,0.2961647621776613,0.09170860443892859,20.84897634422009,30.017688088136076,-9.168711743915985,-9.080690599634622,1472177.0,3132289.54,0.4700002925016951,0.004876247913877122,NONE,42.122140066964285,0.03594898194121216,2026-07-16,2026-07-16,2026-07-16T18:31:37.161939+00:00
LUNR,13.4350004196167,26.99790002822876,19.060700035095216,25.270072653962885,-0.42487157240641416,-0.5075146597707532,-0.3200910797571914,-3.492926928014274,-3.2922964435904603,-0.20063048442381382,-0.17842209366213835,8966218.0,14411856.36,0.6221417821569241,-0.04309766510991915,DOWN,1.5554286411830358,0.11577436491270406,2026-07-16,2026-07-16,2026-07-16T18:31:37.568979+00:00
MRVL,188.0850067138672,235.14930023193358,129.32827522277833,26.510712459346905,-0.32506190960283565,0.4102497833084835,1.316032617094673,-11.141666247766977,-0.8233082408829515,-10.318358006884026,-9.449022090537913,21875008.0,45811356.16,0.47750186490004143,-0.029816707360964027,NONE,21.251429966517858,0.11298843186819009,2026-07-16,2026-07-16,2026-07-16T18:31:37.936939+00:00
MU,853.2431030273438,929.5146630859375,479.66066589355466,21.006580822056122,-0.16410998191116888,0.8661135151359456,1.5596012821502243,-9.375376855760237,20.340358150757456,-29.715735006517694,-26.58640611712034,32879198.0,54155605.96,0.607124551875294,-0.04191735753176828,DOWN,80.80430385044643,0.09470255729433878,2026-07-16,2026-07-16,2026-07-16T18:31:38.475926+00:00
NBIS,176.0,224.88039978027345,137.5382754135132,31.04518220008363,-0.33609960034751585,0.0644732303025124,0.7258285370318514,-10.61620069708033,-3.1004104326233057,-7.515790264457024,-6.652489030929737,17352010.0,17966710.2,0.9657867136967568,-0.045210712555870565,DOWN,25.23000008719308,0.14335227322268795,2026-07-16,2026-07-16,2026-07-16T18:31:39.197750+00:00
