total_deposits_usd,cash_available_usd,holdings_value_usd,account_equity_usd,account_pnl_usd,account_return_pct,realized_pnl_usd,unrealized_pnl_usd,closed_wins,closed_losses,win_rate,avg_win_usd,avg_loss_usd
113.89,17.57,89.4,106.97,-6.92,-0.060792947362680476,-3.16,-3.77,0,2,0.0,0.0,-1.58
