ticker,shares,avg_cost,cost_basis,current_price,market_value,unrealized_pnl,holding_return_pct
ANET,0.0958926225503501,187.70995642077443,17.99999999999999,168.61000061035156,16.16845514674274,-1.831544853257249,-0.101752491847625
BFLY,1.4445841511285575,8.306888865300923,12.0,6.619999885559082,9.563146915151515,-2.436853084848485,-0.2030710904040404
BLZE,1.345619017798286,15.799419983514948,21.259999999999998,13.220000267028809,17.789083774612386,-3.4709162253876116,-0.1632604057096713
GOOGL,0.0528596778390104,366.8202454629822,19.389999999999954,346.7699890136719,18.33014990349987,-1.0598500965000852,-0.054659623336776056
NVDA,0.042866530262657,214.15309202193845,9.179999999999994,202.80999755859372,8.69376089791485,-0.4862391020851451,-0.05296722244936224
SOFI,0.612011068068622,18.39836007465386,11.260000000000002,17.280000686645508,10.575551676460439,-0.6844483235395629,-0.060785819142057086
STTK,2.065084947839046,6.837491123440468,14.12,7.53000020980835,15.550090090500081,1.430090090500082,0.10128116788244207
